
2022-05-17 22:38:18,370	INFO	预约成功<br/>您已违约1次,详情请登录web端或联系管理员
2022-05-17 23:45:59,545	INFO	请刷新页面后重新操作。
2022-05-18 14:00:41,710	ERROR	当前座位状态不应当签离
2022-05-18 22:42:04,076	INFO	预约成功<br/>您已违约1次,详情请登录web端或联系管理员
2022-05-18 23:46:39,687	ERROR	当前座位状态不应当签到
2022-05-19 13:58:19,357	ERROR	当前座位状态不应当签离
2022-05-19 22:37:28,951	INFO	预约成功<br/>您已违约1次,详情请登录web端或联系管理员
2022-05-19 23:47:04,740	INFO	请刷新页面后重新操作。
2022-05-20 13:55:42,745	ERROR	当前座位状态不应当签离
2022-05-20 22:38:22,525	INFO	预约成功<br/>您已违约1次,详情请登录web端或联系管理员
2022-05-20 23:47:43,390	INFO	请在图书馆局域网内进行操作
2022-05-21 13:43:44,310	ERROR	当前座位状态不应当签离
2022-05-21 22:35:49,766	INFO	预约成功<br/>您已违约1次,详情请登录web端或联系管理员
2022-05-21 23:45:49,700	INFO	请在图书馆局域网内进行操作
2022-05-22 13:44:21,883	ERROR	当前没有正在使用中的座位或研讨间
2022-05-22 22:36:22,340	INFO	预约成功<br/>您已违约1次,详情请登录web端或联系管理员
2022-05-22 23:46:04,974	INFO	请刷新页面后重新操作。
2022-05-23 13:57:40,469	ERROR	当前座位状态不应当签离
2022-05-23 22:39:41,150	INFO	预约成功<br/>您已违约1次,详情请登录web端或联系管理员
2022-05-23 23:46:55,965	ERROR	当前座位状态不应当签到
2022-05-24 13:58:51,159	ERROR	当前座位状态不应当签离
2022-05-24 22:38:14,242	INFO	预约成功<br/>您已违约1次,详情请登录web端或联系管理员
2022-05-24 23:47:00,323	INFO	请在图书馆局域网内进行操作
2022-05-25 14:01:07,761	ERROR	当前座位状态不应当签离
2022-05-25 22:38:09,122	INFO	预约成功<br/>您已违约1次,详情请登录web端或联系管理员
2022-05-25 23:47:06,132	INFO	请在图书馆局域网内进行操作
2022-05-26 13:54:55,266	INFO	请刷新页面后重新操作。
2022-05-26 22:38:46,583	INFO	预约成功<br/>您已违约1次,详情请登录web端或联系管理员
2022-05-26 23:44:59,727	INFO	请刷新页面后重新操作。
2022-05-27 13:56:47,519	ERROR	当前座位状态不应当签离
2022-05-27 22:37:25,375	INFO	预约成功<br/>您已违约1次,详情请登录web端或联系管理员
2022-05-27 23:46:54,544	INFO	请刷新页面后重新操作。
2022-05-28 13:44:27,303	ERROR	当前座位状态不应当签离
2022-05-28 22:37:08,073	INFO	预约成功<br/>您已违约1次,详情请登录web端或联系管理员
2022-05-28 23:48:09,963	INFO	请刷新页面后重新操作。
2022-05-29 13:45:52,816	ERROR	当前座位状态不应当签离
2022-05-29 22:37:16,626	INFO	预约成功<br/>您已违约1次,详情请登录web端或联系管理员
2022-05-29 23:46:12,425	ERROR	当前座位状态不应当签到
2022-05-30 13:59:53,043	ERROR	当前座位状态不应当签离
2022-05-30 22:38:18,903	INFO	预约成功<br/>您已违约1次,详情请登录web端或联系管理员
2022-05-30 23:47:34,205	INFO	请刷新页面后重新操作。
2022-05-31 13:59:37,989	ERROR	当前座位状态不应当签离
2022-05-31 22:17:43,043	INFO	预约成功<br/>您已违约1次,详情请登录web端或联系管理员
2022-05-31 23:44:25,280	INFO	请在图书馆局域网内进行操作
2022-06-01 13:47:08,719	ERROR	当前座位状态不应当签离
2022-06-01 22:18:54,322	INFO	预约成功<br/>您已违约1次,详情请登录web端或联系管理员
2022-06-01 23:43:20,991	INFO	请在图书馆局域网内进行操作
2022-06-02 13:44:10,477	INFO	请在图书馆局域网内进行操作
2022-06-02 22:15:49,931	INFO	预约成功<br/>您已违约1次,详情请登录web端或联系管理员
2022-06-02 23:39:12,195	INFO	请在图书馆局域网内进行操作
2022-06-03 13:30:10,286	INFO	请刷新页面后重新操作。
2022-06-03 22:15:42,100	INFO	预约成功<br/>您已违约1次,详情请登录web端或联系管理员
2022-06-03 23:38:46,077	INFO	请在图书馆局域网内进行操作
2022-06-04 13:21:05,243	ERROR	当前座位状态不应当签离
2022-06-04 22:15:05,275	INFO	预约成功<br/>您已违约1次,详情请登录web端或联系管理员
2022-06-04 23:38:48,518	INFO	请刷新页面后重新操作。
2022-06-05 13:22:03,861	INFO	请刷新页面后重新操作。
2022-06-05 22:14:40,233	INFO	预约成功<br/>您已违约1次,详情请登录web端或联系管理员
